timestamp,total_transfer_vol_within_exchanges_btc_all_exchanges
2013-03-20T00:00:00Z,1181.484323
2013-03-21T00:00:00Z,285.7641375
2013-03-22T00:00:00Z,485.2412924
2013-03-23T00:00:00Z,1138.69549
2013-03-24T00:00:00Z,8233.045013
2013-03-25T00:00:00Z,4068.349553
2013-03-26T00:00:00Z,8077.013808
2013-03-27T00:00:00Z,6017.566344
2013-03-28T00:00:00Z,1235.059314
2013-03-29T00:00:00Z,624.3527782
2013-03-30T00:00:00Z,169.9641649
2013-03-31T00:00:00Z,130.0914751
2013-04-01T00:00:00Z,153.8796848
2013-04-02T00:00:00Z,361.3654167
2013-04-03T00:00:00Z,541.2549245
2013-04-04T00:00:00Z,189.5623248
2013-04-05T00:00:00Z,1320.698089
2013-04-06T00:00:00Z,79.85120683
2013-04-07T00:00:00Z,509.203715
2013-04-08T00:00:00Z,22.57379962
2013-04-09T00:00:00Z,363.9768127
2013-04-10T00:00:00Z,591.6662201
2013-04-11T00:00:00Z,1241.493571
2013-04-12T00:00:00Z,1333.001283
2013-04-13T00:00:00Z,1930.162271
2013-04-14T00:00:00Z,4446.629271
2013-04-15T00:00:00Z,7062.434807
2013-04-16T00:00:00Z,5463.68195
2013-04-17T00:00:00Z,8308.77715
2013-04-18T00:00:00Z,1586.278792
2013-04-19T00:00:00Z,1284.198218
2013-04-20T00:00:00Z,705.1775791
2013-04-21T00:00:00Z,1407.43712
2013-04-22T00:00:00Z,1995.050597
2013-04-23T00:00:00Z,815.2588205
2013-04-24T00:00:00Z,446.5137356
2013-04-25T00:00:00Z,1171.136599
2013-04-26T00:00:00Z,219.9041188
2013-04-27T00:00:00Z,2597.172821
2013-04-28T00:00:00Z,150.2672752
2013-04-29T00:00:00Z,364.135304
2013-04-30T00:00:00Z,81.97550151
2013-05-01T00:00:00Z,2700.075484
2013-05-02T00:00:00Z,2618.780499
2013-05-03T00:00:00Z,1507.500868
2013-05-04T00:00:00Z,974.7190019
2013-05-05T00:00:00Z,1154.268186
2013-05-06T00:00:00Z,333.9561857
2013-05-07T00:00:00Z,8306.410046
2013-05-08T00:00:00Z,1375.288163
2013-05-09T00:00:00Z,659.8914993
2013-05-10T00:00:00Z,315.90734
2013-05-11T00:00:00Z,217.0297056
2013-05-12T00:00:00Z,613.8361061
2013-05-13T00:00:00Z,117.710003
2013-05-14T00:00:00Z,295.2107302
2013-05-15T00:00:00Z,418.6922966
2013-05-16T00:00:00Z,205.5732886
2013-05-17T00:00:00Z,438.6725341
2013-05-18T00:00:00Z,3761.650254
2013-05-19T00:00:00Z,1068.098258
2013-05-20T00:00:00Z,561.3877015
2013-05-21T00:00:00Z,1482.254308
2013-05-22T00:00:00Z,1651.228961
2013-05-23T00:00:00Z,1825.66276
2013-05-24T00:00:00Z,1188.135697
2013-05-25T00:00:00Z,264.6580099
2013-05-26T00:00:00Z,73.60268428
2013-05-27T00:00:00Z,196.3692999
2013-05-28T00:00:00Z,509.096298
2013-05-29T00:00:00Z,504.7497984
2013-05-30T00:00:00Z,293.0080133
2013-05-31T00:00:00Z,272.6409088
2013-06-01T00:00:00Z,762.910507
2013-06-02T00:00:00Z,913.7762631
2013-06-03T00:00:00Z,462.1929411
2013-06-04T00:00:00Z,357.4421943
2013-06-05T00:00:00Z,342.0018263
2013-06-06T00:00:00Z,440.2785816
2013-06-07T00:00:00Z,680.0537279
2013-06-08T00:00:00Z,429.8651093
2013-06-09T00:00:00Z,2291.061833
2013-06-10T00:00:00Z,351.0055766
2013-06-11T00:00:00Z,114.1416263
2013-06-12T00:00:00Z,219.0398021
2013-06-13T00:00:00Z,236.5252133
2013-06-14T00:00:00Z,38.02095702
2013-06-15T00:00:00Z,88.78663264
2013-06-16T00:00:00Z,94.56312888
2013-06-17T00:00:00Z,96.33304523
2013-06-18T00:00:00Z,214.8013251
2013-06-19T00:00:00Z,112.0638196
2013-06-20T00:00:00Z,164.1809543
2013-06-21T00:00:00Z,3565.369943
2013-06-22T00:00:00Z,2024.157112
2013-06-23T00:00:00Z,524.0284702
2013-06-24T00:00:00Z,1778.113648
2013-06-25T00:00:00Z,687.2760429
